Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity 
nan,Economy Class,4.0,June 2015,nan,4.0,nan,yes,CDG to CIA,5.0,"My husband and I flew from Paris to Rome in June 2015. We were going to fly with Air France but their cheaper flights sold out too quickly and we missed out. Apparently there was a fire at FCO in May so they changed us to CIA but only gave me 2 days notice, which I was annoyed about. Turned out to be a blessing because we flew out of FCO and it was Crazy. I highly recommend CIA. Our flight was on time, no delays. Staff were pleasant. The seats were comfortable. I paid $12 extra for extra leg room so our carry on bags would be guaranteed to fit, as we weren't checking luggage. We both fell asleep promptly and missed any drink service or entertainment. I checked in online, knew all about the fees and charges so as long as you are prepared it shouldn't come as a shock. Either way, zero delays, zero issues, cheap flight. What more could you want?",Couple Leisure,5.0,nan
A320,Economy Class,4.0,July 2015,4.0,4.0,nan,yes,Milan Malpensa to Brussels National,4.0,"The flight was nice and comfortable, as always. The service was OK, not very entertaining, but it is actually not required for a short range flight. The service gave a moderate selection of food and beverages, and I personally recommend the Double Chocolate Muffin (very tasty). Being a low cost airline I very recommend to fly easyJet whenever possible.",Solo Leisure,5.0,nan
A320,First Class,3.0,July 2015,nan,4.0,nan,no,Bristol to Funchal,1.0,"2 trips within 3 days, FNC-BRS-FNC. 1st flight outbound fine, return flight not so good. Newer aircraft with upgraded seating etc. Seats are much slimmer, less padding and therefore very uncomfortable, larger gaps between, no built in headrest, legroom appears less. Rows are now slightly staggered. Presumably new seating has allowed an extra few seats to be fitted and are clearly much lighter than older, more comfortable seats. The design of the seats does not allow anyone in seats other than aisle to see the safety demonstration. I am 6 ft tall and really struggled to watch demonstration and knees reached seat base in front. Have flown many times on Easyjet over many years but this was one of the most uncomfortable and is clearly a retrograde step in my opinion.",Couple Leisure,3.0,nan
A319,Economy Class,4.0,July 2015,nan,4.0,nan,yes,London Luton to Nice ,3.0,"Overall a good value for money experience with EasyJet. Was flying from Luton Airport to Nice on a Sunday morning. Upon arrival at the airport, as check in now happens online it was easy to just queue up and drop the bags off at the bag drop desks. Though it's not favourable having so many flights queueing up for around 8 desks the queues were not that bad and the airline were beginning to open more desks. Worst thing about this bag drop system is that those running late don't have an individual desk so have to queue up for a while or use flight closures. The next step of the journey involving the airline was boarding. This happened efficiently and despite the flight being full speedy boarding wasn't needed as overhead locker space was easily avaliable when on board. The cabin crew (4) were helpful, friendly and very presentable. The leg room and seat comfort was as expected. As only a short flight there was no need to purchase any snacks or drinks but as with most airlines items were a touch pricey but there was a decent selection. Our flight was delayed by 40 minutes leaving Luton due to a wait for a take off slot from ATC this delay did seem longer as the aircraft was boarded by 0650 and didn't take off till 0750. Not expected but would of been nice to have screens to follow the route and the captain/first officer gave very little updates. Despite the delay leaving due to a tail wind we did only arrive 15 minutes late. Baggage was delivered in Nice T2 around 15 minutes after disembarking the aircraft which was very speedy. Good experience with EasyJet would advise booking early for cheaper flights but if your able to be flexible that also helps. Overall good experince with EasyJet and looking forward to our return journey with the airline.",Family Leisure,4.0,nan
nan,Economy Class,1.0,July 2015,nan,1.0,nan,no,Bristol to Corfu,3.0,"I haven't flown with this airline for 8 years. Seating much better than in past. Staff look smarter but still old easyJet poor staff attitude, herded on and fed the expensive usual. At the end the proverbial ""Goodbye, thank you for flying us etc"". No screen to watch route and the Captain flying out couldn't say anything about the route. Friends who flew with a sister holiday airline had really useful data regarding route. So really no better. ",Family Leisure,3.0,nan
nan,Economy Class,5.0,June 2015,4.0,4.0,nan,yes,Liverpool to Faro,4.0,"Good flight both ways, checked in online using the mobile app which worked like a dream. Both flights slightly delayed due to ATC backlog but captain kept passengers informed. Found flight attendants to be both professional and courteous serving a good selection of snacks and drinks, also some good offers from the onboard shop. Plane on the return flight looked new and was comfortable.",Family Leisure,4.0,nan
A320,Economy Class,5.0,July 2015,3.0,5.0,nan,yes,CPH to BRS,4.0,"CPH-BRS. Bag drop at Copenhagen T2 was fast, and our carry-on bags inspected for number and size. easyJet use the low-cost terminal F at Copenhagen airport, which is pretty sparten but well lit and clean. Having been marshalled at the gate, (with seating for only 15 people travelling in Plus, and no seating for Economy), it is just a short walk to the aircraft for boarding, which goes smoothly as both front and rear doors are used. In bad weather this exposure could be slightly unpleasant, as bottle-necks would mean waiting on the aircraft steps. However, all is good on board. The cabin is clean and tidy, the flight staff good humoured, and the blessing of a non-reclining seat-back so that the passenger in front of you cannot recline their seat as soon as possible, and perhaps leave it in that position for the whole of the flight –  wonderful. BRS to CPH. Bag drop opened 3 hours before the flight time which is a boon. The inbound aircraft was slightly late, and therefore we could witness the arrival passengers struggle across the tarmac against heavy rain in their scanty holiday clothes. Luckily we had our travel umbrellas as, in addition, we were held up on the aircraft steps for a minute or two. Again, a cheerful crew who dealt with their cabin duties in a professonal manner. The captain made up for the late start, and we arrived on time in Copenhagen.",Couple Leisure,4.0,nan
A320,Economy Class,5.0,July 2015,2.0,3.0,nan,yes,Krakow to Edinburgh,5.0,"They had the new thinner seats on this flight and it made the journey an absolute joy. I am 6 feet 3 inches tall and I could fully stretch out. The flight left on time, boarding was easy and the cabin crew were helpful and professional. Not my usual budget airline experience.",Business,3.0,nan
Airbus A320,Economy Class,4.0,July 2015,3.0,4.0,nan,yes,Liverpool to Menorca,3.0,"Usual easyJet flight - on time, reasonable refreshments available, pleasant staff, seats bit hard after a couple of hours.",Solo Leisure,4.0,nan
nan,Economy Class,4.0,July 2015,2.0,1.0,1.0,no,Machester to Heraklion,1.0,"Flight out (Manchester to Heraklion) was fine, pleasant staff and straight forward. We checked bags and carried hand luggage. Cramped and uncomfortable seating, along with expensive food on board, this unfortunately becoming the norm for this level of airline, so no surprises. Returning (Heraklion to Manchester) however ended with further expense just prior to boarding. We checked the same bag for the hold as before no problem and carried the same bags, but afterwards we received very disorganised information from the easyJet staff at this airport. Waiting to board the plane at the gate we were singled out in the line by an particular easyJet staff member and to some extent made an example off. The issue initially involved my fiancée carrying an over the shoulder purse as this is apparently one extra piece of hand luggage. I myself had a cabin bag that has an additional over shoulder bag that attaches via a zip. Whilst both bags joined wouldn't fit in the individual persons size limit, the detachable bag is very small and although crammed full fits easily under the seat (as it did on the previous flight no problem). So detached now we had one bag, a small over the shoulder bag and my fiancée's purse. Both these two smaller items fitted together in the airlines cabin size limit (plus there was more than enough room left for a person to stand next to them). However this particular easyJet member of staff loudly and publicly stated that we had one too may cabin bags. We tried cramming the smaller purse into the other only to have the complaint that the zips were not fully closed. Stressed and feeling victimised at this point with a particularly unfriendly and inflexible staff member, along with feeling singled out, especially as a number of the other customers now going through the gate for boarding next to us carried multiple duty free bags each far larger than our additional 'bag', we were forced to concede to have the cabin bag placed in the aircraft hold to an additional €55 fee. Great end to a holiday. easyJet for us is not particularly good value for money when you consider the hidden charges (charged to check in online also now I recall), inflexibility and lack of customer service (for at least one particular member of staff). Uncomfortable, no entertainment, limited and lastly not that particular inexpensive flight. We hope to fly with a more reputable airline in the future.",Couple Leisure,1.0,1.0
nan,Economy Class,4.0,July 2015,1.0,2.0,1.0,yes,CAG to BSL,2.0,"As this is a low cost airline, we did not expect free meal, snack, drink or entertainment system. Staff very friendly and helpful. Seats width and legroom acceptable (191 cm tall), however backrests not adjustable, but just a short flight. Negative: very long queue at the bag drop desks in CAG. Had to wait 35 minutes.",Family Leisure,5.0,nan
Boeing 757,Economy Class,5.0,August 2015,2.0,4.0,2.0,yes,LGW to ALC,5.0,"This flight was chartered to Titan Airways (I'd heard of them, but never used to be honest). The service was obviously Easyjet. Pleasant crew, good service, (even had flight info - something not seen on an easyJet Airbus!) very comfortable seats, and punctual on departure. Would be happy to fly with them again, if they were a substitute for a European short haul scheduled service.",Solo Leisure,4.0,nan
nan,Economy Class,1.0,August 2015,4.0,4.0,nan,no,Malaga to Belfast,3.0,"Horrendous experience, both myself, my 2 year old and my husband were allocated seats in different rows. When I requested help with this on the plane I was told to ""sort it out myself"" the flight attendant also informed me ""if you wanted to sit beside your two year old you should have paid to do so"". I had already paid almost £600 for the 3 seats and since minors can't travel alone I assumed one of us would be seated with him. It was obviously something I hadn't even thought of an in hindsight, even though I shouldn't have to pay even more it would have been the safer option, however my complaint is with the way it was dealt with by the cabin crew and the distinct lack of customer care. I encountered rudeness and aggression and was spoken to like I had done something terribly wrong. I am disgusted. ",Family Leisure,1.0,nan
A319-100,Economy Class,2.0,August 2015,3.0,2.0,nan,yes,London Gatwick to La Rochelle,3.0,"I am pleased to say Easyjet performed well for the busy summer season for our flights to and from La Rochelle to visit family. We didn't have bags but did get to the airport very early. Outbound: EZY8995, 14.40 (15.30)-17.05 (17.37), July 28th. Once in the departure lounge a 12 min delay was posted with the inbound aircraft 30 mins late. Around 30 mins before scheduled time of departure we got told to go to gate 52. Boarding was predominately hassle free but people could just walk on the plane. We pushed back at 15.00 and left Gatwick at 15.30 which was 50 mins late. The cabin crew were friendly and did apologise a few times for the delay. The food was quite expensive but still not as bad as Ryanair. We landed at 17.37 and deboarding was done quickly. The delay was acceptable as it was the 3rd return flight of the day in the summer. Inbound: EZY8996, 12.35( 13.25)-12.50 (13.20), August 5th. Once in the departure lounge a 25 min delay was posted. We boarded quickly around 10 mins after the aircraft arrived and were off quickly and on time. We were advised a flying time of 50 mins which is extremely quick in comparison to the average duration therefore service was rushed. However it was good to catch up with the delay. All in all the easy jet service was normal and the delays were bearable for the peak summer season. Flights costs £95 per person with row 7 seats pre-booked.",Family Leisure,3.0,nan
A320,Economy Class,4.0,May 2015,3.0,5.0,nan,yes,Paris CDG to Venice Marco Polo,3.0,"Check in was very quick, easy boarding, fight took off on time. Food was typical aircraft food, smooth flight and landing on-time. For a low cost carrier I can't complain.",Couple Leisure,5.0,nan
A319,Economy Class,5.0,July 2015,5.0,4.0,nan,yes,Aberdeen to London Gatwick,3.0,"The flight departed 30 minutes late due to a fault with the water supply tank. I thought that the announcement and explanation given by the Captain who rather than make it from the flight deck made the announcement over the cabin PA from the front of the cabin to be a good touch and set the tone of the short flight. The cabin crew were great, and the service of food and cold drinks was first class.",Business,5.0,nan
A319,Economy Class,5.0,July 2015,nan,4.0,nan,yes,Malaga to Luton,3.0,"Older A319 on this flight with older style seating, and I got the impression that the leg room was not as good as the newer A320. Informed by flight deck that there were some ""lumps and bumps"" en route back to Luton, a term I have only heard on BA before. It was bumpy, but not too distressing, and I always think it is a good thing to be informed before departure - forewarned is forearmed. Did not try catering as did not enjoy it on outward leg. We opted instead to purchase something at Malaga Airport. Good hardworking crew, good announcements and info en route. Another nod in the direction of BA, charity collection and Captain saying goodbye to disembarking passengers. Next easyJet flight for me will be next week to Inverness.",Couple Leisure,1.0,nan
A320,Economy Class,5.0,July 2015,1.0,3.0,nan,yes,Luton to Malaga,4.0,"Fairly new A320, with seating reminiscent of coaches. Not too bad actually, and leg room was quite good. No issues with finding selected seats. Five minutes late departing due to some issues with rear door boarding, and then 5 minutes late into Malaga. This is the first time I have flown easyJet in a number of years, and I am glad to report that they have upped their game. No more silly announcements about placing your unwanted children in overhead lockers, or smokers will be evicted mid-air. They were professional, and hard working. Good announcements from flight deck and crew. They seem to have adopted some of BA practices, such as collection for charity (Unicef) and Captain waiting to say goodbye to disembarking passengers. Only downside, I could not recommend the bacon baguette, and my wife could not recommend the ham and cheese toastie. Overall good experience.",Couple Leisure,1.0,nan
Airbus A320,Economy Class,2.0,June 2015,1.0,1.0,nan,no,Catania to Geneva,2.0,"The flight itself was OK, typical low cost airline, food inedible and coffee poor. Seats cramped, aircraft new and very clean and neat. The problem with this flight was the terrible check in at Catania, no priority given to flight departure times, all flights in one rugby scrum, queue jumping was the norm. We arrive a full two hours before the flight, the check only opened an hour before departure and we barely made the flight, absolutely ridiculous.",Couple Leisure,3.0,nan
nan,Economy Class,1.0,August 2015,1.0,1.0,nan,no,Manchester to Munich,1.0,"Flight cancelled after lightning strike. Kept us on plane for 1.5 hrs, crew said alternatives would be sorted out. No easyjet employees to assist approx 130 passengers. 2 Menzies staff trying to handle a planeful of passengers by offering buses to Edinburgh or Stansted. easyJet knows nothing of customer service. We paid through the nose for flights for the 6 of us with Lufthansa tomorrow.",Family Leisure,1.0,nan
A320-200,Economy Class,5.0,July 2015,3.0,4.0,1.0,yes,Bristol to Arrecife,3.0,"Flew from Bristol to Arrecife return. Family holiday. Flight there was great, left at the right time and landed early, we had the newer aircraft with comfier seats. Cabin crew were great, food was alright with a nice chicken wrap. Flights were EZY6193 and EZY6194. Staff were friendly and pilots were great both ways with keeping us up to date with weather upon arrival and flight routes.",Family Leisure,4.0,nan
nan,Economy Class,1.0,nan,1.0,nan,nan,no,nan,2.0,It was not Easyjet's fault that we were delayed by bad weather and so we missed our connection to Edinburgh but they tried to profit from our distress by demanding £120 to transfer us on the next flight to Edinburgh the next morning. No offer of a hotel. Turned to British Airways for help who got us on their last flight that evening. What a difference better seats free drink and snack and happy staff.,nan,1.0,nan
nan,Economy Class,1.0,nan,nan,nan,nan,no,nan,4.0,I flew easyJet from CDG in Paris to Biarritz this week. Before I left I measured the size of my carry-on luggage to ensure it fit the easyJet requirements. It did. Yet when I arrived at the gate I was told I had to check my bag and pay 30 euros. I complained and asked to speak to a supervisor. This was the worst experiences I have had on a low-budget carrier. Ground staff were tenacious about my luggage. Completely unacceptable especially when the luggage fit the parameters of easyJets policy. Ground staff didn't like my laptop bag and wouldn't define it as one.,nan,nan,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,4.0,I've flown EasyJet from Bristol-Nice Nice-Paris and Bristol-Geneva (and the corresponding return journeys). I've never found them to be anything less than excellent especially in terms of value for money. The flights are efficient and clean and the staff friendly and professional. Food is reasonably priced and tasty. They are always the first carrier i check when looking for flights.,nan,5.0,nan
nan,Economy Class,3.0,nan,3.0,nan,nan,no,nan,3.0,In January 2013 my wife and I booked and expensive one week Italian tour now spoiled by EasyJet! We were attracted by the premium departure time of 11.35 from Gatwick on 13 May 2013 and return from Verona departing 15.10 on 20 May. We have just been advised that the flight departure time from Gatwick has been brought forward by a massive 4hr 35min which means we loose a night sleep and to add insult to injury our return flight has been brought forward by 4hrs 10min again loosing a nights sleep and breakfast. We are both retired regular fliers and have not experienced this level of disruption before.,nan,3.0,nan
nan,Economy Class,4.0,nan,nan,nan,nan,yes,nan,3.0,LGW to Marrakech return on A320. Both flights arrived on time. Service was reasonable as you get what you pay. Newish aircraft's.,nan,2.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,3.0,Malaga to LGW LGW to Nice return. On time on all 4 flights no problems with the flight. The problem is the airports. At Malaga we were sent down the ramp and then had to wait about 10 minutes while the previous passengers disembarked. We were right behind large glass panels and the sun was baking! No way to shelter. At LGW Easyjet has a sort of add-on terminal which is at least 400 yards along endless corridors from the exit into the main terminal. It carries the numbers from 100 upward and most North Terminal Easyjet flights use it. For anyone who finds walking less than pleasant it is a long way!,nan,5.0,nan
nan,Economy Class,4.0,nan,nan,nan,nan,yes,nan,4.0,I fly regularly between Amsterdam and Luton. Except during ash clouds and extreme weather the flights were punctual. Pity about the extra charge for credit card payment. Only train tickets to London via first capitol connect for sale in the plane pity as people are not aware that if they get in the wrong train they will have to pay again. Also other destinations eg Bedford not for sale in cabin. A shuttlebus to the railway station don't forget to buy your ticket for this in advance! Only plane tickets bought far in advance can be had for a reasonable price at the last minute very expensive. However this is a good airline if you are travelling to the Luton area London or using the railway service from Parkway. Overall I am a satisfied customer and would recommend easyjet.,nan,4.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,LIS-EDI 13/04/13. Half hour delay in departure due to incoming flight experiencing high head wind. This was explained by captain once boarded and as promised lost time was recovered as same wind considerably shortened time in air to Edinburgh. Clean plane smooth flight and pleasant crew. Easyjet now offer broad range of destinations from Edinburgh and will happily use them again.,nan,5.0,nan
nan,Economy Class,5.0,nan,nan,nan,nan,yes,nan,4.0,"LGW-VCE PSA-LGW. Both flights on time and operated with clean and quiet A319's. Crews professional and attentive with informative flight deck announcements. Fares excellent considering it was Easter week. Amused on both flights to get off the bus ahead of the ""Speedy boarders""!",nan,5.0,nan
nan,Economy Class,4.0,nan,nan,nan,nan,yes,nan,4.0,LTN-CDG a short flight and my first with Easyjet in almost 10 years. There's no comparison to Ryanair: the process is much smoother flight attendants and ground staff are friendly and accommodating. Flight departed and landed on time even early and arrival into Terminal 2 in CDG is very convenient. Will absolutely fly again. Price was competitive with British Airways flights to ORY and a good 30% cheaper than CDG flights.,nan,4.0,nan
nan,Economy Class,5.0,nan,3.0,nan,nan,yes,nan,4.0,MAN - Antalya - MAN. Flew as a family of 7 paid for speedy boarding and extra legroom which I though was excellent value for money. Both flights were on time with announcements from the captain throughout the flight the cabin crew worked hard and the food and drinks were reasonably priced. The only issue was that in Antalya you are still required to have a standard boarding card so you still have to queue at check-in. Overall for a budget airline they were very good.,nan,5.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,4.0,Dead on-time out of CDG to Marrakech the same on return. An excellent airline. The only downside was the lack of a jetway on returning to CDG with the accompanying sardine-packed bus to the terminal but a small price to pay for a ticket that was only 175 USD RT. I would fly them again.,nan,5.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,3.0,LGW-RAK-RAK-LGW. Both flights departed on time despite poor weather in the UK. Not as in your face selling onboard as Ryanair do so no complaints. Crew were efficient and got the job done and got plenty of information from the flight deck en route. For what we paid I really cannot fault them if you follow the rules 99% time all will be ok.,nan,5.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,4.0,"MAN-TFS return. Comfortable flight on a fairly new Airbus 320. Paid extra for exit row seats as this was a 4 hour flight and that gave us the option of Speedy Boarding. However not so important now that easyJet have started offering pre-assigned seats which removes the scrum. Speedy Boarding does mean you can drop your bag at a special Speedy Boarding desk rather than queue with the majority of passengers. This saved quite a bit of time at both ends. We had checked in online and the airline's website suggests you just turn up and drop your hold baggage. However Easy Jet's definition of ""bag drop"" sees the same lengthy queues at desks that you would get if you were checking in at the airport. Seats were comfortable with the extra legroom that goes with exit seats. Cabin crew efficient and friendly. The food offering is perfectly adequate for the length of journey. Plenty of information from the flight crew. Bit too much use of the PA system by the cabin crew. Altogether I find easyJet perfectly adequate for short haul flights.",nan,4.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,4.0,I flew to Faro on the 9th April from Gatwick using easyjet for the first time in a few years and found it an excellent service the staff at the airport and on the flight were first class and the pilot was standing at the front of the aircraft once everyone had boarded. The flight was early arriving and the pilot once again stood at the front to say goodbye to passengers. Will definitely be using easyjet again.,nan,5.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,INV-LGW purchased a seat at the front of the aircraft for faster entry and exit. Worth the few extra pounds. Cabin crew were very friendly and the food was more than acceptable. Flight delayed by 30 minutes which was annoying as missed connecting trains at Gatwick. Overall a positive experience. Seats comfy aircraft clean. Much better experience now with allocated seating.,nan,4.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,5.0,Just flown easyjet from Luton to Tel Aviv and return and I was very happy with them after having avoided Easyjet for quite a few flights because of the stampede for the plane but now they have gone for allocated seating which is pre-bookable now and very reasonable priced. The staff were very good and the plane although one of the more recent to the fleet was nice and clean. The leg room was also good having said that I am 5'6 but my knees were not banging against the seat in front. They also boarded nice and early so everyone had plenty of time to get to there seat.,nan,5.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,4.0,With seat allocation a good airline just got better. London Gatwick to Geneva with a Swiss crew who were charming and helpful and efficient. Boarding well organised and unstressful. Return on a very busy Airbus 320 and a bit less calm. People claiming not to know they had allocated seats had to be shunted around the cabin but we still got away on time. Great short haul product at a good price. What's not to like?,nan,5.0,nan
nan,Economy Class,4.0,nan,2.0,nan,nan,yes,nan,4.0,EasyJet are getting better. Just flew to Geneva and back paid for premium seats and speedy boarding (it wasn't that much extra) and it was well worth it. Does what it says on the tin!,nan,4.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,3.0,London Gatwick to Rome Fiumicino family of four. No bags checked so we went straight to the gate. Boarding started on time take off was on time and we arrived 15 minutes earlier. Perfect flight really. You don't get as much leg space as you would get with British Airways but for a 2 hours flight is absolutely fine. Seats needed some attention but overall appearance was good. No concerns over aircraft safety anyhow. Cabin crew was polite and helpful aircrew kept updated regularly (more than other major carriers do). Overall as usual very satisfied with Easyjet.,nan,5.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,5.0,My wife and I recently went on holiday to Malta booking the flights and extra length seats online through EasyJet. This coupled with the rapid check-in and boarding was completely hassle free with the flight time out and return being on time. All the staff throughout were efficient and courteous making our holiday experience relaxing enjoyable and stress free.,nan,5.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,4.0,London Gatwick to Edinburgh International and back on the same day. Generally ok flight from Gatwick to Edinburgh was late by 3 minutes however the flight back was delayed 30 minutes. However staff were helpful and friendly in getting information to passengers. Despite having little leg room the seats were comfortable and fine for a short flight. Food was ok. I gave a zero for Inflight Entertainment because there was none. The price was fantastic at least £20 cheaper than British Airways (on an equivalent flight). In general a good experience. don't expect them to be on time or to be as good as the more pricier companies but for a short flight (anything less than 3 hours) you really can't go wrong.,nan,5.0,nan
nan,Economy Class,4.0,nan,nan,nan,nan,yes,nan,3.0,LGW to Marrakech return on A320. Both flights arrived on time. Service was reasonable as you get what you pay. Newish aircraft's.,nan,2.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,3.0,Malaga to LGW LGW to Nice return. On time on all 4 flights no problems with the flight. The problem is the airports. At Malaga we were sent down the ramp and then had to wait about 10 minutes while the previous passengers disembarked. We were right behind large glass panels and the sun was baking! No way to shelter. At LGW Easyjet has a sort of add-on terminal which is at least 400 yards along endless corridors from the exit into the main terminal. It carries the numbers from 100 upward and most North Terminal Easyjet flights use it. For anyone who finds walking less than pleasant it is a long way!,nan,5.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,5.0,Very happy with my flight to and from Geneva which I make 2 or 3 times a year. I didn't pre-book seats as I saw no point in the extra cost. My hand luggage was put in hold free as not enough space in upper lockers. This was fine as I then did not need to cart my baggage around with me. My return flights included my grandson aged 4. Twice on trips he has been invited into the cock pit for a photo. when at Gatwick and parked.,nan,5.0,nan
nan,Economy Class,2.0,nan,nan,nan,nan,no,nan,3.0,Luton to Belfast International. I paid extra to pick my seat. There was a biting cold wind with gusts to 50mph. Boarding was really slow so I got to stand around on open steps for several minutes whilst people got their stuff packed. When I got on board my carefully chosen window seat turned out to be next to a screaming baby. I swapped with one of the parents so I was then one row away from a screaming baby. On a flight with unallocated seating I would have picked a seat 15 rows away. The next time I flew with them they made me pack my carry on bag in the hold. There were seats which were near empty luggage bins but the bins near my allocated seat were full. It meant I had to hang around waiting for my bag to arrive when I should have been on my way home. They are trying to act like a premium airline but without the infrastructure or the organisation. It takes too long to board so they end up running late. If I'm boarding from a sky bridge then its not so bad to have to wait whilst people find a specific seat. However with Easyjet if I am queuing outside I want everyone onboard and seated as soon as possible. When I've got a choice I will use some other airline.,nan,3.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,ATH-MAN-ATH 28/4 - 08/5. All flights on time or slightly early. Got 3 seats together without having to pay extra. Boarding easy for both flights. Check-in quick. All in all good experience and as I booked the flights months in advance very good value for money.,nan,5.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,On my way back from Berlin I missed my flight although I checked-in on time. Security check at Schonefeld airport was so tight so after I passed it - it was impossible to reach the gate on time. The gate number was 34 (out of 35 gates) and it was located about a mile away from the security check point. When I reached the gate - it was already closed. There were no announcements from airport speakers nobody tried to find out what had happened to me. The check-in desk closes 40 minutes before the flight and as per EasyJet's customer support explanations - it is my duty to reach the gate on time (30 minutes before the flight). To reach the gate in 10 minutes (if you've checked in 41 minutes before the flight) is impossible in this airport! I do think that EasyJet flights from this airport suffer from very bad organization!,nan,1.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,Flew Gatwick-Gibraltar on 10th April 2013 had to board via the stairs and not the airbridge at the North Terminal making us about 3 mins late. Seats were fine and legroom ok for a short flight Snacks and refreshments were priced ok and so was the duty free. Crew were friendly. Landed 10 Minutes early. Return Gibraltar-Gatwick 12th April 2013 boarded via stairs again but that's the only way to board in Gibraltar turns out it was the exact same A319 aircraft we came out on! Just as we were about to pushback a 15 minute delay due to paperwork quite lucky as the Monarch A320 to Luton had a 3.5 hour delay! Seats were fine and legroom ok like outbound snacks and refreshments priced ok and so was the duty free. Crew were friendly. Landed 4 minutes late. Overall I would fly easyjet again as they are cheap and get you from A to B efficiently!,nan,4.0,nan
nan,Economy Class,3.0,nan,nan,nan,nan,yes,nan,2.0,LGW-LPA-LGW. April 2013 - To be honest I wish BA would start flying to LPA direct as it would make things much easier but as it stands you've got either easyjet or ryanair and I would say (after many flights) that easyjet does have the advantage on this route by a small margin.,nan,4.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,5.0,London Gatwick-Inverness return. Excellent experience flights pretty much on time cabin crew friendly and helpful. The new pre allocated seating is a vast improvement and no longer an uncivilised scrum when boarding. We didn't pay extra but still got seats together. As long as the price and service is right we will happily continue to fly Easyjet.,nan,5.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,3.0,Luton to Faro and return. Bag drop off very good no waiting at Luton but a longer wait at Faro to check in. Both flights on time aircraft clean and comfortable for leg room given. Cabin crew pleasant and regular information from flight deck. Will use again.,nan,4.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,5.0,Flew with Easyjet from Gatwick to Madrid and then back again from Madrid to Gatwick on 18/4/12 and 22/4/13. Excellent service good flight times very impressed love the pre-seat booking - makes travelling much easier. Good cabin crew and all in all a very professional service from Easyjet. Would not hesitate to use them again.,nan,5.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,no,nan,2.0,Booked Easyjet flight to Tenerife. Booked extra legroom both ways. Got it on the outgoing journey in seats 1A/B/C/D. But there was some complaints behind us as 8 people had booked extra legroom in rows 12 and 13. But the aircraft was changed since they booked and rows 12 and 13 were no longer extra legroom. I was a little concerned as I had booked those extra legroom on the return journey ! I thought it was a blip but you guessed it - the aircraft was also changed on the return journey and our seats were no longer extra legroom. There were 8 other people who were disappointed to. Now interestingly the cabin crew confirmed to us that this was not a last minute change of aircraft as it was shown on their schedule since they were issued some considerable time before. Therefore it seems obvious to me that if Easyjet can't fill a larger aircraft then they put on a smaller one and ignore those passengers who have paid for extra legroom seats which don't exist on the smaller plane. So beware booking an Easyjet flight and booking seats too far in advance because they seem to change aircraft a bit more frequently than you would think.,nan,3.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,3.0,SEN-FAO-SEN. 2 great flights especially now you have allocated seating better late than never. My only gripe is please stop calling passengers for boarding (at SEN) when the aircraft isn't ready to board and you are stuck in the freezing cold for 10 minutes. Carry on with making flying enjoyable again it really is getting back to the good old days.,nan,5.0,nan
nan,Economy Class,4.0,nan,nan,nan,nan,yes,nan,5.0,Flew to Malaga and back. We booked speedy boarding which is an excellent idea. Lovely nearly new aircraft polite and efficient cabin and flight crew. Will always try to fly with them again. To those who complain about missing a check in or gate - it is your responsibility to turn up and allow sufficient time to get through security etc and to the gate this varies at each airport and the time of day - it is not the responsibility of the airline!,nan,5.0,nan
